STATE,DISTRICT,MARGIN
Wisconsin,53,17.680000000000007
Arizona,53,17.680000000000007
South Carolina,53,17.680000000000007
New Hampshire,53,17.680000000000007
Missouri,53,17.680000000000007
Tennessee,53,17.680000000000007
Maryland,53,17.680000000000007
Hawaii,53,17.680000000000007
Georgia,53,17.680000000000007
Idaho,1,18.0
North Dakota,38,18.180000000000007
Guam,38,18.180000000000007
South Carolina,38,18.180000000000007
New York,38,18.180000000000007
West Virginia,38,18.180000000000007
Hawaii,38,18.180000000000007
New Mexico,38,18.180000000000007
American Samoa,38,18.180000000000007
Wyoming,38,18.180000000000007
Virgin Islands,38,18.180000000000007
Ohio,38,18.180000000000007
Minnesota,38,18.180000000000007
California,38,18.180000000000007
Arkansas,38,18.180000000000007
Northern Mariana Islands,38,18.180000000000007
Utah,38,18.180000000000007
Arizona,38,18.180000000000007
Oregon,38,18.180000000000007
Tennessee,38,18.180000000000007
Kansas,38,18.180000000000007
Colorado,38,18.180000000000007
Wisconsin,38,18.180000000000007
District of Columbia,38,18.180000000000007
Idaho,38,18.180000000000007
Nevada,38,18.180000000000007
South Dakota,38,18.180000000000007
Illinois,38,18.180000000000007
Pennsylvania,38,18.180000000000007
Alabama,38,18.180000000000007
Oklahoma,38,18.180000000000007
Maine,38,18.180000000000007
Texas,38,18.180000000000007
Alaska,38,18.180000000000007
Virginia,38,18.180000000000007
Delaware,38,18.180000000000007
Rhode Island,38,18.180000000000007
Louisiana,38,18.180000000000007
Massachusetts,38,18.180000000000007
Michigan,38,18.180000000000007
Connecticut,38,18.180000000000007
New Hampshire,38,18.180000000000007
Maryland,38,18.180000000000007
Florida,38,18.180000000000007
North Carolina,38,18.180000000000007
Georgia,38,18.180000000000007
Kentucky,38,18.180000000000007
Washington,38,18.180000000000007
Missouri,38,18.180000000000007
Vermont,38,18.180000000000007
Nebraska,38,18.180000000000007
New Jersey,38,18.180000000000007
Iowa,38,18.180000000000007
Montana,38,18.180000000000007
Indiana,38,18.180000000000007
Mississippi,38,18.180000000000007
Oklahoma,16,19.11999999999999
New Jersey,16,19.11999999999999
Utah,16,19.11999999999999
Michigan,16,19.11999999999999
Virginia,16,19.11999999999999
Oregon,16,19.11999999999999
Maine,16,19.11999999999999
District of Columbia,16,19.11999999999999
Northern Mariana Islands,16,19.11999999999999
Guam,16,19.11999999999999
Virgin Islands,16,19.11999999999999
Florida,16,19.11999999999999
North Carolina,16,19.11999999999999
New Hampshire,16,19.11999999999999
California,16,19.11999999999999
American Samoa,16,19.11999999999999
Iowa,16,19.11999999999999
New York,16,19.11999999999999
Arkansas,16,19.11999999999999
Hawaii,16,19.11999999999999
Washington,16,19.11999999999999
New Mexico,16,19.11999999999999
Indiana,16,19.11999999999999
Minnesota,16,19.11999999999999
Alabama,16,19.11999999999999
Illinois,16,19.11999999999999
Mississippi,16,19.11999999999999
Kentucky,16,19.11999999999999
Idaho,16,19.11999999999999
Connecticut,16,19.11999999999999
Nevada,16,19.11999999999999
Wyoming,16,19.11999999999999
Alaska,16,19.11999999999999
Rhode Island,16,19.11999999999999
Tennessee,16,19.11999999999999
North Dakota,16,19.11999999999999
Massachusetts,16,19.11999999999999
Ohio,16,19.11999999999999
Arizona,16,19.11999999999999
South Carolina,16,19.11999999999999
Kansas,16,19.11999999999999
Nebraska,16,19.11999999999999
Louisiana,16,19.11999999999999
Vermont,16,19.11999999999999
Maryland,16,19.11999999999999
West Virginia,16,19.11999999999999
Montana,16,19.11999999999999
Colorado,16,19.11999999999999
Delaware,16,19.11999999999999
Georgia,16,19.11999999999999
South Dakota,16,19.11999999999999
Wisconsin,16,19.11999999999999
Pennsylvania,16,19.11999999999999
Missouri,16,19.11999999999999
Texas,16,19.11999999999999
Kentucky,46,19.400000000000006
Florida,46,19.400000000000006
Washington,46,19.400000000000006
Vermont,46,19.400000000000006
Nebraska,46,19.400000000000006
Montana,46,19.400000000000006
Minnesota,46,19.400000000000006
Northern Mariana Islands,46,19.400000000000006
Utah,46,19.400000000000006
Indiana,46,19.400000000000006
California,46,19.400000000000006
Oregon,46,19.400000000000006
Guam,46,19.400000000000006
Tennessee,46,19.400000000000006
Colorado,46,19.400000000000006
Wisconsin,46,19.400000000000006
Connecticut,46,19.400000000000006
Mississippi,46,19.400000000000006
South Carolina,46,19.400000000000006
New Hampshire,46,19.400000000000006
Idaho,46,19.400000000000006
Wyoming,46,19.400000000000006
South Dakota,46,19.400000000000006
Alabama,46,19.400000000000006
Arkansas,46,19.400000000000006
Oklahoma,46,19.400000000000006
Texas,46,19.400000000000006
Virgin Islands,46,19.400000000000006
Delaware,46,19.400000000000006
Massachusetts,46,19.400000000000006
Michigan,46,19.400000000000006
Kansas,46,19.400000000000006
Nevada,46,19.400000000000006
Maryland,46,19.400000000000006
New Jersey,46,19.400000000000006
Illinois,46,19.400000000000006
Louisiana,46,19.400000000000006
Arizona,46,19.400000000000006
District of Columbia,46,19.400000000000006
North Carolina,46,19.400000000000006
Maine,46,19.400000000000006
Georgia,46,19.400000000000006
Alaska,46,19.400000000000006
Virginia,46,19.400000000000006
Rhode Island,46,19.400000000000006
Missouri,46,19.400000000000006
Hawaii,46,19.400000000000006
Iowa,46,19.400000000000006
North Dakota,46,19.400000000000006
Ohio,46,19.400000000000006
New York,46,19.400000000000006
West Virginia,46,19.400000000000006
New Mexico,46,19.400000000000006
American Samoa,46,19.400000000000006
Pennsylvania,46,19.400000000000006
Rhode Island,49,20.340000000000003
Idaho,49,20.340000000000003
Delaware,49,20.340000000000003
New Jersey,49,20.340000000000003
New Mexico,49,20.340000000000003
Oklahoma,49,20.340000000000003
Massachusetts,49,20.340000000000003
Indiana,49,20.340000000000003
Kansas,49,20.340000000000003
Louisiana,49,20.340000000000003
Alabama,49,20.340000000000003
Illinois,49,20.340000000000003
Colorado,49,20.340000000000003
Vermont,49,20.340000000000003
New Hampshire,49,20.340000000000003
Wyoming,49,20.340000000000003
Alaska,49,20.340000000000003
South Dakota,49,20.340000000000003
Tennessee,49,20.340000000000003
North Dakota,49,20.340000000000003
Pennsylvania,49,20.340000000000003
Wisconsin,49,20.340000000000003
Arizona,49,20.340000000000003
South Carolina,49,20.340000000000003
Ohio,49,20.340000000000003
Maryland,49,20.340000000000003
Mississippi,49,20.340000000000003
Virgin Islands,49,20.340000000000003
Texas,49,20.340000000000003
Georgia,49,20.340000000000003
Hawaii,49,20.340000000000003
Washington,49,20.340000000000003
Michigan,49,20.340000000000003
Nebraska,49,20.340000000000003
Northern Mariana Islands,49,20.340000000000003
Guam,49,20.340000000000003
District of Columbia,49,20.340000000000003
Nevada,49,20.340000000000003
Florida,49,20.340000000000003
Iowa,49,20.340000000000003
New York,49,20.340000000000003
Missouri,49,20.340000000000003
North Carolina,49,20.340000000000003
American Samoa,49,20.340000000000003
Utah,49,20.340000000000003
Arkansas,49,20.340000000000003
Virginia,49,20.340000000000003
Oregon,49,20.340000000000003
California,49,20.340000000000003
Minnesota,49,20.340000000000003
West Virginia,49,20.340000000000003
Montana,49,20.340000000000003
Kentucky,49,20.340000000000003
Connecticut,49,20.340000000000003
Maine,49,20.340000000000003
Pennsylvania,24,21.14
Hawaii,24,21.14
Northern Mariana Islands,24,21.14
Florida,24,21.14
Missouri,24,21.14
North Carolina,24,21.14
Oklahoma,24,21.14
American Samoa,24,21.14
Iowa,24,21.14
New York,24,21.14
Arkansas,24,21.14
California,24,21.14
New Mexico,24,21.14
Nebraska,24,21.14
Minnesota,24,21.14
Virginia,24,21.14
Alabama,24,21.14
Idaho,24,21.14
District of Columbia,24,21.14
Mississippi,24,21.14
Guam,24,21.14
Connecticut,24,21.14
Tennessee,24,21.14
North Dakota,24,21.14
Virgin Islands,24,21.14
Massachusetts,24,21.14
Washington,24,21.14
Kansas,24,21.14
Indiana,24,21.14
Louisiana,24,21.14
Maryland,24,21.14
West Virginia,24,21.14
Illinois,24,21.14
Colorado,24,21.14
Kentucky,24,21.14
New Hampshire,24,21.14
Delaware,24,21.14
New Jersey,24,21.14
Georgia,24,21.14
Nevada,24,21.14
Wyoming,24,21.14
South Dakota,24,21.14
Alaska,24,21.14
Maine,24,21.14
Rhode Island,24,21.14
Wisconsin,24,21.14
Arizona,24,21.14
South Carolina,24,21.14
Texas,24,21.14
Vermont,24,21.14
Montana,24,21.14
Utah,24,21.14
Michigan,24,21.14
Ohio,24,21.14
Oregon,24,21.14
Kansas,36,21.779999999999994
Oregon,36,21.779999999999994
Tennessee,36,21.779999999999994
Louisiana,36,21.779999999999994
Georgia,36,21.779999999999994
Idaho,36,21.779999999999994
Nevada,36,21.779999999999994
South Dakota,36,21.779999999999994
Illinois,36,21.779999999999994
Vermont,36,21.779999999999994
Nebraska,36,21.779999999999994
New Jersey,36,21.779999999999994
Montana,36,21.779999999999994
Maine,36,21.779999999999994
Texas,36,21.779999999999994
North Dakota,36,21.779999999999994
Delaware,36,21.779999999999994
District of Columbia,36,21.779999999999994
Ohio,36,21.779999999999994
Oklahoma,36,21.779999999999994
Massachusetts,36,21.779999999999994
Michigan,36,21.779999999999994
South Carolina,36,21.779999999999994
West Virginia,36,21.779999999999994
American Samoa,36,21.779999999999994
Connecticut,36,21.779999999999994
Maryland,36,21.779999999999994
Virgin Islands,36,21.779999999999994
Florida,36,21.779999999999994
North Carolina,36,21.779999999999994
Minnesota,36,21.779999999999994
California,36,21.779999999999994
Northern Mariana Islands,36,21.779999999999994
Utah,36,21.779999999999994
Kentucky,36,21.779999999999994
Arkansas,36,21.779999999999994
Washington,36,21.779999999999994
Colorado,36,21.779999999999994
Iowa,36,21.779999999999994
Wisconsin,36,21.779999999999994
Indiana,36,21.779999999999994
New Hampshire,36,21.779999999999994
Guam,36,21.779999999999994
Pennsylvania,36,21.779999999999994
Alabama,36,21.779999999999994
New York,36,21.779999999999994
New Mexico,36,21.779999999999994
Wyoming,36,21.779999999999994
Alaska,36,21.779999999999994
Missouri,36,21.779999999999994
Virginia,36,21.779999999999994
Rhode Island,36,21.779999999999994
Mississippi,36,21.779999999999994
Hawaii,36,21.779999999999994
Arizona,36,21.779999999999994
Arizona,26,22.069999999999993
North Dakota,26,22.069999999999993
Texas,26,22.069999999999993
Virgin Islands,26,22.069999999999993
California,26,22.069999999999993
Kansas,26,22.069999999999993
Michigan,26,22.069999999999993
Louisiana,26,22.069999999999993
Oregon,26,22.069999999999993
West Virginia,26,22.069999999999993
Pennsylvania,26,22.069999999999993
Ohio,26,22.069999999999993
Mississippi,26,22.069999999999993
Colorado,26,22.069999999999993
Georgia,26,22.069999999999993
Alaska,26,22.069999999999993
Rhode Island,26,22.069999999999993
Florida,26,22.069999999999993
Missouri,26,22.069999999999993
North Carolina,26,22.069999999999993
Iowa,26,22.069999999999993
New York,26,22.069999999999993
Arkansas,26,22.069999999999993
New Mexico,26,22.069999999999993
Wisconsin,26,22.069999999999993
South Carolina,26,22.069999999999993
Vermont,26,22.069999999999993
Montana,26,22.069999999999993
Idaho,26,22.069999999999993
Utah,26,22.069999999999993
New Jersey,26,22.069999999999993
Guam,26,22.069999999999993
Tennessee,26,22.069999999999993
Hawaii,26,22.069999999999993
Massachusetts,26,22.069999999999993
Washington,26,22.069999999999993
New Hampshire,26,22.069999999999993
Northern Mariana Islands,26,22.069999999999993
Indiana,26,22.069999999999993
Maine,26,22.069999999999993
American Samoa,26,22.069999999999993
Oklahoma,26,22.069999999999993
Maryland,26,22.069999999999993
Connecticut,26,22.069999999999993
Illinois,26,22.069999999999993
Kentucky,26,22.069999999999993
Nebraska,26,22.069999999999993
Delaware,26,22.069999999999993
District of Columbia,26,22.069999999999993
Nevada,26,22.069999999999993
Wyoming,26,22.069999999999993
South Dakota,26,22.069999999999993
Minnesota,26,22.069999999999993
Virginia,26,22.069999999999993
Alabama,26,22.069999999999993
Vermont,30,22.310000000000002
Montana,30,22.310000000000002
New York,30,22.310000000000002
Arkansas,30,22.310000000000002
New Mexico,30,22.310000000000002
Oklahoma,30,22.310000000000002
District of Columbia,30,22.310000000000002
Massachusetts,30,22.310000000000002
New Hampshire,30,22.310000000000002
Idaho,30,22.310000000000002
Northern Mariana Islands,30,22.310000000000002
Utah,30,22.310000000000002
Indiana,30,22.310000000000002
Guam,30,22.310000000000002
Tennessee,30,22.310000000000002
American Samoa,30,22.310000000000002
Maryland,30,22.310000000000002
Illinois,30,22.310000000000002
Kentucky,30,22.310000000000002
Washington,30,22.310000000000002
Delaware,30,22.310000000000002
Wyoming,30,22.310000000000002
Ohio,30,22.310000000000002
South Dakota,30,22.310000000000002
Maine,30,22.310000000000002
Nebraska,30,22.310000000000002
Minnesota,30,22.310000000000002
Virginia,30,22.310000000000002
Alabama,30,22.310000000000002
Connecticut,30,22.310000000000002
Arizona,30,22.310000000000002
Nevada,30,22.310000000000002
North Dakota,30,22.310000000000002
New Jersey,30,22.310000000000002
Pennsylvania,30,22.310000000000002
Kansas,30,22.310000000000002
Hawaii,30,22.310000000000002
Louisiana,30,22.310000000000002
Texas,30,22.310000000000002
Virgin Islands,30,22.310000000000002
California,30,22.310000000000002
Mississippi,30,22.310000000000002
Georgia,30,22.310000000000002
Alaska,30,22.310000000000002
Rhode Island,30,22.310000000000002
Michigan,30,22.310000000000002
Missouri,30,22.310000000000002
Oregon,30,22.310000000000002
Florida,30,22.310000000000002
West Virginia,30,22.310000000000002
Iowa,30,22.310000000000002
Colorado,30,22.310000000000002
Wisconsin,30,22.310000000000002
South Carolina,30,22.310000000000002
North Carolina,30,22.310000000000002
Connecticut,40,22.36
Iowa,40,22.36
New York,40,22.36
Wisconsin,40,22.36
New Mexico,40,22.36
Virgin Islands,40,22.36
South Carolina,40,22.36
California,40,22.36
District of Columbia,40,22.36
Washington,40,22.36
Pennsylvania,40,22.36
Alabama,40,22.36
Missouri,40,22.36
Hawaii,40,22.36
Oregon,40,22.36
Kentucky,40,22.36
Guam,40,22.36
Tennessee,40,22.36
Idaho,40,22.36
Kansas,40,22.36
Indiana,40,22.36
Texas,40,22.36
Georgia,40,22.36
Wyoming,40,22.36
South Dakota,40,22.36
Alaska,40,22.36
Virginia,40,22.36
Rhode Island,40,22.36
Michigan,40,22.36
West Virginia,40,22.36
North Dakota,40,22.36
Delaware,40,22.36
Arizona,40,22.36
Nevada,40,22.36
Massachusetts,40,22.36
Ohio,40,22.36
Florida,40,22.36
New Hampshire,40,22.36
New Jersey,40,22.36
North Carolina,40,22.36
American Samoa,40,22.36
Utah,40,22.36
Arkansas,40,22.36
Maryland,40,22.36
Louisiana,40,22.36
Illinois,40,22.36
Mississippi,40,22.36
Colorado,40,22.36
Vermont,40,22.36
Nebraska,40,22.36
Oklahoma,40,22.36
Montana,40,22.36
Minnesota,40,22.36
Maine,40,22.36
Northern Mariana Islands,40,22.36
California,18,25.28
American Samoa,18,25.28
Maryland,18,25.28
Delaware,18,25.28
South Dakota,18,25.28
Minnesota,18,25.28
Alabama,18,25.28
Mississippi,18,25.28
Pennsylvania,18,25.28
Connecticut,18,25.28
Alaska,18,25.28
Rhode Island,18,25.28
Missouri,18,25.28
North Dakota,18,25.28
Texas,18,25.28
Arkansas,18,25.28
South Carolina,18,25.28
Ohio,18,25.28
Kansas,18,25.28
Michigan,18,25.28
Vermont,18,25.28
Oregon,18,25.28
West Virginia,18,25.28
Montana,18,25.28
Colorado,18,25.28
Georgia,18,25.28
Guam,18,25.28
Florida,18,25.28
New Hampshire,18,25.28
Louisiana,18,25.28
North Carolina,18,25.28
Iowa,18,25.28
New York,18,25.28
Hawaii,18,25.28
Washington,18,25.28
New Mexico,18,25.28
Oklahoma,18,25.28
Wisconsin,18,25.28
Idaho,18,25.28
Indiana,18,25.28
Illinois,18,25.28
Kentucky,18,25.28
Utah,18,25.28
Nevada,18,25.28
Wyoming,18,25.28
Virginia,18,25.28
Tennessee,18,25.28
Maine,18,25.28
New Jersey,18,25.28
Massachusetts,18,25.28
District of Columbia,18,25.28
Northern Mariana Islands,18,25.28
Arizona,18,25.28
Virgin Islands,18,25.28
Nebraska,18,25.28
Northern Mariana Islands,33,27.320000000000007
Guam,33,27.320000000000007
North Dakota,33,27.320000000000007
Iowa,33,27.320000000000007
New York,33,27.320000000000007
Wisconsin,33,27.320000000000007
Connecticut,33,27.320000000000007
South Carolina,33,27.320000000000007
North Carolina,33,27.320000000000007
American Samoa,33,27.320000000000007
Maine,33,27.320000000000007
Utah,33,27.320000000000007
District of Columbia,33,27.320000000000007
Arkansas,33,27.320000000000007
Missouri,33,27.320000000000007
Maryland,33,27.320000000000007
Pennsylvania,33,27.320000000000007
Mississippi,33,27.320000000000007
Minnesota,33,27.320000000000007
Kentucky,33,27.320000000000007
Rhode Island,33,27.320000000000007
New Mexico,33,27.320000000000007
Indiana,33,27.320000000000007
Kansas,33,27.320000000000007
Alabama,33,27.320000000000007
Hawaii,33,27.320000000000007
Wyoming,33,27.320000000000007
Alaska,33,27.320000000000007
Virginia,33,27.320000000000007
South Dakota,33,27.320000000000007
Oregon,33,27.320000000000007
Florida,33,27.320000000000007
Tennessee,33,27.320000000000007
West Virginia,33,27.320000000000007
Montana,33,27.320000000000007
Ohio,33,27.320000000000007
Idaho,33,27.320000000000007
Arizona,33,27.320000000000007
Delaware,33,27.320000000000007
California,33,27.320000000000007
Nevada,33,27.320000000000007
Oklahoma,33,27.320000000000007
Massachusetts,33,27.320000000000007
New Jersey,33,27.320000000000007
Virgin Islands,33,27.320000000000007
Texas,33,27.320000000000007
Georgia,33,27.320000000000007
Washington,33,27.320000000000007
Illinois,33,27.320000000000007
Colorado,33,27.320000000000007
Vermont,33,27.320000000000007
Michigan,33,27.320000000000007
Louisiana,33,27.320000000000007
Nebraska,33,27.320000000000007
New Hampshire,33,27.320000000000007
North Carolina,21,27.849999999999994
Minnesota,21,27.849999999999994
Alabama,21,27.849999999999994
California,21,27.849999999999994
Illinois,21,27.849999999999994
Montana,21,27.849999999999994
Kentucky,21,27.849999999999994
New Mexico,21,27.849999999999994
Oklahoma,21,27.849999999999994
Delaware,21,27.849999999999994
Wyoming,21,27.849999999999994
Alaska,21,27.849999999999994
Connecticut,21,27.849999999999994
South Dakota,21,27.849999999999994
North Dakota,21,27.849999999999994
West Virginia,21,27.849999999999994
Colorado,21,27.849999999999994
Missouri,21,27.849999999999994
Idaho,21,27.849999999999994
Wisconsin,21,27.849999999999994
Arizona,21,27.849999999999994
South Carolina,21,27.849999999999994
Arkansas,21,27.849999999999994
Tennessee,21,27.849999999999994
Vermont,21,27.849999999999994
Maryland,21,27.849999999999994
Ohio,21,27.849999999999994
Georgia,21,27.849999999999994
New Hampshire,21,27.849999999999994
Northern Mariana Islands,21,27.849999999999994
Iowa,21,27.849999999999994
Hawaii,21,27.849999999999994
Guam,21,27.849999999999994
Nebraska,21,27.849999999999994
Kansas,21,27.849999999999994
Virgin Islands,21,27.849999999999994
Virginia,21,27.849999999999994
Texas,21,27.849999999999994
Mississippi,21,27.849999999999994
New York,21,27.849999999999994
Washington,21,27.849999999999994
New Jersey,21,27.849999999999994
Utah,21,27.849999999999994
Michigan,21,27.849999999999994
Maine,21,27.849999999999994
American Samoa,21,27.849999999999994
Rhode Island,21,27.849999999999994
Oregon,21,27.849999999999994
Massachusetts,21,27.849999999999994
Florida,21,27.849999999999994
Indiana,21,27.849999999999994
Nevada,21,27.849999999999994
Pennsylvania,21,27.849999999999994
District of Columbia,21,27.849999999999994
Louisiana,21,27.849999999999994
Alabama,48,28.240000000000002
Illinois,48,28.240000000000002
Mississippi,48,28.240000000000002
California,48,28.240000000000002
Wyoming,48,28.240000000000002
Alaska,48,28.240000000000002
West Virginia,48,28.240000000000002
Montana,48,28.240000000000002
Maine,48,28.240000000000002
Rhode Island,48,28.240000000000002
Tennessee,48,28.240000000000002
North Dakota,48,28.240000000000002
Delaware,48,28.240000000000002
Arkansas,48,28.240000000000002
Massachusetts,48,28.240000000000002
Arizona,48,28.240000000000002
Pennsylvania,48,28.240000000000002
South Carolina,48,28.240000000000002
Kansas,48,28.240000000000002
Ohio,48,28.240000000000002
Louisiana,48,28.240000000000002
Maryland,48,28.240000000000002
Colorado,48,28.240000000000002
Texas,48,28.240000000000002
Missouri,48,28.240000000000002
Georgia,48,28.240000000000002
South Dakota,48,28.240000000000002
Michigan,48,28.240000000000002
Nebraska,48,28.240000000000002
Wisconsin,48,28.240000000000002
District of Columbia,48,28.240000000000002
New Jersey,48,28.240000000000002
New Hampshire,48,28.240000000000002
Virgin Islands,48,28.240000000000002
Vermont,48,28.240000000000002
North Carolina,48,28.240000000000002
American Samoa,48,28.240000000000002
Utah,48,28.240000000000002
Hawaii,48,28.240000000000002
Washington,48,28.240000000000002
Oklahoma,48,28.240000000000002
Virginia,48,28.240000000000002
Oregon,48,28.240000000000002
Connecticut,48,28.240000000000002
Minnesota,48,28.240000000000002
Northern Mariana Islands,48,28.240000000000002
Kentucky,48,28.240000000000002
Guam,48,28.240000000000002
Idaho,48,28.240000000000002
Nevada,48,28.240000000000002
Florida,48,28.240000000000002
Iowa,48,28.240000000000002
New York,48,28.240000000000002
New Mexico,48,28.240000000000002
Indiana,48,28.240000000000002
Indiana,45,30.240000000000002
Oregon,45,30.240000000000002
Tennessee,45,30.240000000000002
Massachusetts,45,30.240000000000002
West Virginia,45,30.240000000000002
Georgia,45,30.240000000000002
Idaho,45,30.240000000000002
Wyoming,45,30.240000000000002
Alaska,45,30.240000000000002
California,45,30.240000000000002
Virginia,45,30.240000000000002
Nevada,45,30.240000000000002
Mississippi,45,30.240000000000002
New Jersey,45,30.240000000000002
Oklahoma,45,30.240000000000002
Texas,45,30.240000000000002
Montana,45,30.240000000000002
Northern Mariana Islands,45,30.240000000000002
North Dakota,45,30.240000000000002
Arizona,45,30.240000000000002
Colorado,45,30.240000000000002
Iowa,45,30.240000000000002
Wisconsin,45,30.240000000000002
Michigan,45,30.240000000000002
American Samoa,45,30.240000000000002
District of Columbia,45,30.240000000000002
Guam,45,30.240000000000002
Maryland,45,30.240000000000002
Illinois,45,30.240000000000002
Pennsylvania,45,30.240000000000002
Arkansas,45,30.240000000000002
New York,45,30.240000000000002
Vermont,45,30.240000000000002
Florida,45,30.240000000000002
Ohio,45,30.240000000000002
Hawaii,45,30.240000000000002
Nebraska,45,30.240000000000002
North Carolina,45,30.240000000000002
Virgin Islands,45,30.240000000000002
Minnesota,45,30.240000000000002
Utah,45,30.240000000000002
Washington,45,30.240000000000002
Connecticut,45,30.240000000000002
Missouri,45,30.240000000000002
South Carolina,45,30.240000000000002
Kansas,45,30.240000000000002
Alabama,45,30.240000000000002
Louisiana,45,30.240000000000002
Maine,45,30.240000000000002
New Mexico,45,30.240000000000002
New Hampshire,45,30.240000000000002
South Dakota,45,30.240000000000002
Kentucky,45,30.240000000000002
Rhode Island,45,30.240000000000002
Delaware,45,30.240000000000002
Delaware,42,31.479999999999997
Arizona,42,31.479999999999997
Nevada,42,31.479999999999997
Massachusetts,42,31.479999999999997
Florida,42,31.479999999999997
North Carolina,42,31.479999999999997
Kansas,42,31.479999999999997
New Jersey,42,31.479999999999997
Louisiana,42,31.479999999999997
Maryland,42,31.479999999999997
Illinois,42,31.479999999999997
Maine,42,31.479999999999997
Georgia,42,31.479999999999997
Alaska,42,31.479999999999997
Virginia,42,31.479999999999997
Rhode Island,42,31.479999999999997
Missouri,42,31.479999999999997
Iowa,42,31.479999999999997
New York,42,31.479999999999997
West Virginia,42,31.479999999999997
New Mexico,42,31.479999999999997
North Dakota,42,31.479999999999997
Washington,42,31.479999999999997
Hawaii,42,31.479999999999997
American Samoa,42,31.479999999999997
Utah,42,31.479999999999997
Oregon,42,31.479999999999997
Kentucky,42,31.479999999999997
Guam,42,31.479999999999997
Tennessee,42,31.479999999999997
Colorado,42,31.479999999999997
Vermont,42,31.479999999999997
Nebraska,42,31.479999999999997
Montana,42,31.479999999999997
Minnesota,42,31.479999999999997
Idaho,42,31.479999999999997
Northern Mariana Islands,42,31.479999999999997
Oklahoma,42,31.479999999999997
Ohio,42,31.479999999999997
Mississippi,42,31.479999999999997
Indiana,42,31.479999999999997
Wisconsin,42,31.479999999999997
Texas,42,31.479999999999997
Virgin Islands,42,31.479999999999997
South Carolina,42,31.479999999999997
California,42,31.479999999999997
District of Columbia,42,31.479999999999997
Wyoming,42,31.479999999999997
South Dakota,42,31.479999999999997
Arkansas,42,31.479999999999997
New Hampshire,42,31.479999999999997
Pennsylvania,42,31.479999999999997
Alabama,42,31.479999999999997
Michigan,42,31.479999999999997
Connecticut,42,31.479999999999997
Kentucky,39,37.080000000000005
Hawaii,39,37.080000000000005
Vermont,39,37.080000000000005
Nebraska,39,37.080000000000005
New Jersey,39,37.080000000000005
Virgin Islands,39,37.080000000000005
Northern Mariana Islands,39,37.080000000000005
Arkansas,39,37.080000000000005
Indiana,39,37.080000000000005
North Dakota,39,37.080000000000005
Colorado,39,37.080000000000005
Wisconsin,39,37.080000000000005
South Carolina,39,37.080000000000005
New Mexico,39,37.080000000000005
New Hampshire,39,37.080000000000005
American Samoa,39,37.080000000000005
Guam,39,37.080000000000005
Wyoming,39,37.080000000000005
Connecticut,39,37.080000000000005
Nevada,39,37.080000000000005
South Dakota,39,37.080000000000005
Pennsylvania,39,37.080000000000005
Maine,39,37.080000000000005
Minnesota,39,37.080000000000005
Utah,39,37.080000000000005
Arizona,39,37.080000000000005
Delaware,39,37.080000000000005
Rhode Island,39,37.080000000000005
Oregon,39,37.080000000000005
District of Columbia,39,37.080000000000005
Tennessee,39,37.080000000000005
Massachusetts,39,37.080000000000005
Idaho,39,37.080000000000005
Kansas,39,37.080000000000005
Illinois,39,37.080000000000005
Louisiana,39,37.080000000000005
California,39,37.080000000000005
Alabama,39,37.080000000000005
Oklahoma,39,37.080000000000005
Texas,39,37.080000000000005
Alaska,39,37.080000000000005
Virginia,39,37.080000000000005
Washington,39,37.080000000000005
Missouri,39,37.080000000000005
Mississippi,39,37.080000000000005
Ohio,39,37.080000000000005
Iowa,39,37.080000000000005
Montana,39,37.080000000000005
Michigan,39,37.080000000000005
Maryland,39,37.080000000000005
New York,39,37.080000000000005
West Virginia,39,37.080000000000005
Florida,39,37.080000000000005
North Carolina,39,37.080000000000005
Georgia,39,37.080000000000005
Nevada,51,37.580000000000005
North Dakota,51,37.580000000000005
Missouri,51,37.580000000000005
Iowa,51,37.580000000000005
New York,51,37.580000000000005
Florida,51,37.580000000000005
North Carolina,51,37.580000000000005
Wisconsin,51,37.580000000000005
South Carolina,51,37.580000000000005
New Jersey,51,37.580000000000005
District of Columbia,51,37.580000000000005
Oregon,51,37.580000000000005
Ohio,51,37.580000000000005
Virgin Islands,51,37.580000000000005
Georgia,51,37.580000000000005
Kentucky,51,37.580000000000005
Connecticut,51,37.580000000000005
Maine,51,37.580000000000005
Idaho,51,37.580000000000005
Delaware,51,37.580000000000005
Oklahoma,51,37.580000000000005
New Hampshire,51,37.580000000000005
Nebraska,51,37.580000000000005
New Mexico,51,37.580000000000005
Massachusetts,51,37.580000000000005
Northern Mariana Islands,51,37.580000000000005
Indiana,51,37.580000000000005
Illinois,51,37.580000000000005
California,51,37.580000000000005
American Samoa,51,37.580000000000005
Utah,51,37.580000000000005
Wyoming,51,37.580000000000005
South Dakota,51,37.580000000000005
Virginia,51,37.580000000000005
Tennessee,51,37.580000000000005
Pennsylvania,51,37.580000000000005
Minnesota,51,37.580000000000005
West Virginia,51,37.580000000000005
Montana,51,37.580000000000005
Arizona,51,37.580000000000005
Rhode Island,51,37.580000000000005
Maryland,51,37.580000000000005
Texas,51,37.580000000000005
Mississippi,51,37.580000000000005
Arkansas,51,37.580000000000005
Kansas,51,37.580000000000005
Hawaii,51,37.580000000000005
Washington,51,37.580000000000005
Alabama,51,37.580000000000005
Michigan,51,37.580000000000005
Colorado,51,37.580000000000005
